companyName,contractType,location,sector,title,postingDate,hourlySalary,salaryRating,viewsCount,applicationsCount,interviewsCount,offersCount,hired,applicationDate,interviewDate,offerDate,hireDate,timeToHireDays,applicantExperienceLevel,workType,salaryRange
AlertMedia,Full-time,"Austin, Texas Metropolitan Area","Technology, Information and Internet",DevSecOps Engineer,2024-09-30,46.85,1.4,297,25,4,1,False,2024-10-05,2024-10-11,2024-10-13,,,Mid-level,On-site,$100k-$120k
Jobot,Full-time,"Dallas, TX",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-12-30,41.99,1.0,407,108,11,3,False,2024-12-31,2025-01-03,2025-01-08,,,Junior,On-site,$100k-$120k
Jobot,Full-time,"Las Vegas, NV",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2025-02-12,42.14,1.0,785,29,4,1,False,2025-02-15,2025-02-21,2025-02-27,,,Junior,Hybrid,$120k+
Jobot,Full-time,"Fresno, CA",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-07-17,62.35,2.7,365,55,10,1,False,2024-07-22,2024-07-29,2024-08-04,,,Junior,Hybrid,$100k-$120k
Jobot,Full-time,"Grand Junction, CO",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-05-08,44.8,1.2,221,76,5,1,False,2024-05-14,2024-05-20,2024-05-22,,,Mid-level,Hybrid,$100k-$120k
Exoprise Systems,Full-time,"Waltham, MA",Software Development,Senior Full-Stack Engineer (Rails),2024-06-11,69.7,3.3,353,136,23,6,True,2024-06-12,2024-06-17,2024-06-22,2024-06-28,16.0,Senior,On-site,$100k-$120k
Jobot,Full-time,"San Antonio, TX",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-09-02,45.67,1.3,418,67,13,2,True,2024-09-11,2024-09-18,2024-09-20,2024-09-23,12.0,Senior,Remote,$100k-$120k
Jobot,Full-time,"Fort Wayne, IN",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2025-01-03,48.87,1.6,868,190,21,9,False,2025-01-06,2025-01-10,2025-01-14,,,Mid-level,On-site,$100k-$120k
Jobot,Full-time,"Lubbock, TX",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2025-01-25,41.74,1.0,429,120,16,2,True,2025-01-28,2025-02-06,2025-02-09,2025-02-13,16.0,Mid-level,On-site,$120k+
Jobot Consulting,Contract,"Jackson, TN","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-04-03,75.57,3.8,219,10,1,0,False,2024-04-05,2024-04-12,2024-04-16,,,Senior,Hybrid,$120k+
Jobot,Full-time,"Temecula, CA",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer - GCP,2024-09-23,41.69,1.0,752,90,13,2,False,2024-10-01,2024-10-04,2024-10-08,,,Junior,On-site,$100k-$120k
Jobot,Full-time,"Corpus Christi, TX",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-08-29,60.01,2.5,1149,166,27,11,True,2024-09-01,2024-09-04,2024-09-10,2024-09-13,12.0,Junior,Hybrid,$120k+
TEKsystems,Contract,"Westfield Center, OH",IT Services and IT Consulting,Linux Engineer,2024-06-09,45.84,1.3,347,93,7,1,True,2024-06-15,2024-06-21,2024-06-25,2024-06-27,12.0,Mid-level,Hybrid,$80k-$100k
Jobot Consulting,Contract,"Montgomery, AL","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-05-11,76.2,3.9,1331,79,8,2,False,2024-05-13,2024-05-20,2024-05-25,,,Senior,Remote,$100k-$120k
Jobot Consulting,Contract,"Abilene, TX","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-07-26,86.4,4.7,602,17,1,0,False,2024-08-02,2024-08-06,2024-08-10,,,Senior,Remote,$120k+
Jobot Consulting,Contract,"Corpus Christi, TX","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2025-03-07,79.53,4.1,795,38,7,0,False,2025-03-11,2025-03-14,2025-03-19,,,Senior,Remote,$120k+
Jobot Consulting,Contract,"Mobile, AL","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-07-19,75.99,3.8,566,121,27,10,False,2024-07-28,2024-08-05,2024-08-07,,,Senior,On-site,$120k+
Jobot,Full-time,"Abilene, TX",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-09-25,48.11,1.5,1001,188,16,4,True,2024-10-04,2024-10-08,2024-10-14,2024-10-17,13.0,Senior,Remote,$100k-$120k
Weis Builders,Full-time,"Austin, TX",Construction,Project Engineer,2024-12-04,48.33,1.5,1117,170,30,1,False,2024-12-11,2024-12-19,2024-12-24,,,Junior,On-site,$100k-$120k
TEKsystems,Full-time,"Baltimore, MD",IT Services and IT Consulting,PC Refresh Technician,2024-08-06,48.39,1.5,1357,140,4,0,False,2024-08-14,2024-08-19,2024-08-23,,,Mid-level,Hybrid,$60k-$80k
Jobot,Full-time,"Redding, CA",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2025-03-19,64.85,2.9,272,69,8,1,False,2025-03-22,2025-03-30,2025-04-05,,,Senior,Hybrid,$120k+
Jobot,Full-time,"Casper, WY",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2025-03-15,56.55,2.2,680,172,16,1,True,2025-03-20,2025-03-23,2025-03-29,2025-04-01,12.0,Senior,On-site,$100k-$120k
Jobot,Full-time,"Idaho Falls, ID",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-06-20,53.94,2.0,759,117,21,5,True,2024-06-22,2024-06-28,2024-07-03,2024-07-08,16.0,Junior,Hybrid,$120k+
TYG,Full-time,"New York, United States",Engineering Services,Energy Engineer,2024-09-20,58.27,2.4,944,118,10,1,False,2024-09-27,2024-10-02,2024-10-07,,,Junior,On-site,$100k-$120k
Jobot Consulting,Contract,"Fort Smith, AR","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-07-10,73.96,3.7,299,29,1,0,False,2024-07-18,2024-07-25,2024-07-28,,,Senior,On-site,$100k-$120k
HOERBIGER,Full-time,"Port Allen, LA",Motor Vehicle Manufacturing,"Branch Engineer in Port Allen, LA",2024-07-03,41.5,1.0,1282,82,12,2,False,2024-07-12,2024-07-16,2024-07-19,,,Junior,Remote,$120k+
CHI,Full-time,"Englewood, CO",Hospitals and Health Care,IT Technical Analyst Revenue Cycle,2024-04-15,46.25,1.4,707,176,12,0,False,2024-04-22,2024-04-25,2024-05-01,,,Mid-level,On-site,$80k-$100k
APR Consulting,Full-time,"Las Vegas, NV",Staffing and Recruiting,Sr. Front-End Developer,2024-10-27,63.94,2.8,457,13,2,0,False,2024-11-04,2024-11-09,2024-11-12,,,Senior,On-site,$80k-$100k
Jobot,Full-time,"Atlanta, GA",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-09-21,44.38,1.2,612,28,5,0,False,2024-09-30,2024-10-05,2024-10-09,,,Junior,On-site,$120k+
Jobot Consulting,Contract,"Shreveport, LA","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-04-20,80.7,4.2,1288,111,16,2,True,2024-04-26,2024-04-29,2024-05-01,2024-05-06,10.0,Senior,Remote,$100k-$120k
Jobot,Full-time,"Philadelphia, PA",IT Services and IT Consulting and Software Development,Azure Devops Engineer,2024-06-30,45.02,1.3,794,182,33,14,False,2024-07-02,2024-07-09,2024-07-15,,,Junior,On-site,$100k-$120k
SS&C Technologies,Full-time,"Georgia, United States",Software Development,Sr. Software Engineer,2025-02-18,53.4,1.9,1377,180,28,11,False,2025-02-20,2025-02-27,2025-03-01,,,Senior,On-site,$120k+
General Dynamics Information Technology,Full-time,"Tampa, FL",IT Services and IT Consulting,Systems Administrator,2024-06-15,36.93,0.6,465,150,9,3,True,2024-06-19,2024-06-25,2024-06-28,2024-07-04,15.0,Mid-level,Remote,$80k-$100k
Kroger,Part-time,"Morehead, KY",Retail,Courtesy Clerk/Grocery Bagger,2024-05-17,44.01,1.2,1020,150,12,2,False,2024-05-26,2024-06-04,2024-06-09,,,Senior,On-site,$60k-$80k
Jobot,Full-time,"Spokane, WA",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-09-18,58.9,2.4,1302,197,5,0,False,2024-09-25,2024-10-03,2024-10-09,,,Junior,On-site,$120k+
Jobot,Full-time,"Cheyenne, WY",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2025-03-25,48.69,1.6,861,194,28,6,True,2025-03-27,2025-04-03,2025-04-06,2025-04-08,12.0,Mid-level,Hybrid,$120k+
Southern California Edison (SCE),Full-time,"Rosemead, CA",Utilities and Oil and Gas,"Application Security Engineering, Cybersecurity Specialist",2024-06-16,56.62,2.2,1146,95,3,0,False,2024-06-24,2024-06-30,2024-07-04,,,Junior,Hybrid,$120k+
Southern California Edison (SCE),Full-time,"Rosemead, CA",Utilities and Oil and Gas,"Application Security Engineering, Cybersecurity Specialist",2024-11-22,59.89,2.5,759,61,5,1,True,2024-11-29,2024-12-07,2024-12-13,2024-12-18,19.0,Junior,Remote,$100k-$120k
Jobot,Full-time,"Lake Havasu City, AZ",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-12-19,63.18,2.8,1116,120,2,0,False,2024-12-28,2025-01-02,2025-01-08,,,Mid-level,On-site,$120k+
Louis Vuitton,Full-time,"New York, NY","Retail Apparel and Fashion, Retail Luxury Goods and Jewelry, and Retail",Senior Manager- Technical Projects,2024-06-15,67.04,3.1,1090,190,46,10,False,2024-06-23,2024-06-26,2024-07-01,,,Senior,Remote,$120k+
Jobot,Full-time,"Indianapolis, IN",IT Services and IT Consulting and Software Development,System Engineer,2024-12-10,49.98,1.7,1471,118,2,0,False,2024-12-13,2024-12-20,2024-12-26,,,Junior,Remote,$100k-$120k
TEKsystems,Full-time,"Newport News, VA",IT Services and IT Consulting,Systems Administrator,2024-08-08,38.05,0.7,1067,95,13,0,False,2024-08-09,2024-08-15,2024-08-20,,,Junior,On-site,$60k-$80k
Jobot,Full-time,"Louisville, KY",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-11-05,64.81,2.9,809,52,7,0,False,2024-11-07,2024-11-12,2024-11-15,,,Senior,On-site,$100k-$120k
Jobot,Full-time,"Huntsville, AL",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-11-06,63.18,2.8,613,51,10,1,False,2024-11-08,2024-11-15,2024-11-19,,,Junior,Remote,$120k+
University of Louisville,Full-time,"Louisville, KY",Higher Education,IT Security Analyst III,2024-09-29,45.8,1.3,224,99,13,2,False,2024-10-03,2024-10-07,2024-10-11,,,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Wichita, KS",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-05-03,61.05,2.6,483,124,16,6,True,2024-05-09,2024-05-18,2024-05-24,2024-05-29,20.0,Junior,Hybrid,$120k+
Jobot,Full-time,"Fargo, ND",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2025-01-12,53.02,1.9,1080,35,2,0,False,2025-01-16,2025-01-21,2025-01-27,,,Senior,Hybrid,$100k-$120k
Jobot,Full-time,"Shreveport, LA",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-07-18,55.59,2.1,500,160,14,2,True,2024-07-27,2024-08-03,2024-08-06,2024-08-12,16.0,Junior,Hybrid,$100k-$120k
Jobot,Full-time,"Milwaukee, WI",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-05-28,42.23,1.0,1291,52,11,4,True,2024-06-01,2024-06-06,2024-06-11,2024-06-15,14.0,Mid-level,Remote,$120k+
TEKsystems,Full-time,"San Diego, CA",IT Services and IT Consulting,Desktop Support Specialist,2024-04-16,50.11,1.7,1230,86,10,3,True,2024-04-22,2024-04-25,2024-04-29,2024-05-05,13.0,Junior,On-site,$60k-$80k
Southern California Edison (SCE),Full-time,"Rosemead, CA",Utilities and Oil and Gas,"Data Science, Senior Advisor",2024-10-20,63.83,2.8,1016,165,38,11,True,2024-10-26,2024-10-29,2024-11-03,2024-11-06,11.0,Senior,On-site,$100k-$120k
Kroger,Part-time,"Mansfield, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-11-25,51.52,1.8,1360,146,4,1,True,2024-11-26,2024-12-05,2024-12-08,2024-12-11,15.0,Mid-level,Remote,$40k-$60k
Jobot,Full-time,"Oklahoma City, OK",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-04-07,59.55,2.5,1387,29,5,1,True,2024-04-15,2024-04-18,2024-04-22,2024-04-27,12.0,Mid-level,Remote,$120k+
"Jameson Cole Consulting, LLC",Full-time,"Washington, DC",Business Consulting and Services,Data Architect,2024-09-23,49.17,1.6,282,48,1,0,False,2024-09-26,2024-10-04,2024-10-08,,,Junior,Hybrid,$80k-$100k
Kroger,Part-time,"Montgomery, OH",Retail,Courtesy Clerk/Grocery Bagger,2024-06-10,35.72,0.5,1296,188,7,2,False,2024-06-16,2024-06-20,2024-06-22,,,Junior,Remote,$60k-$80k
Magellan Health,Full-time,United States,Hospitals and Health Care,"Sr Director, Digital Strategy and Insights",2024-11-11,41.06,0.9,1460,21,4,0,False,2024-11-14,2024-11-17,2024-11-20,,,Senior,Hybrid,$80k-$100k
Kroger,Part-time,"White Lake, MI",Retail,Courtesy Clerk/Grocery Bagger,2024-05-25,40.26,0.9,245,88,9,0,False,2024-05-27,2024-05-31,2024-06-03,,,Senior,On-site,$40k-$60k
Jobot,Full-time,"Albuquerque, NM",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2024-12-01,49.0,1.6,817,192,8,3,True,2024-12-06,2024-12-09,2024-12-11,2024-12-16,10.0,Junior,Remote,$100k-$120k
TEKsystems,Full-time,"San Diego, CA",IT Services and IT Consulting,Desktop Support Specialist,2024-08-16,36.75,0.6,1127,20,1,0,False,2024-08-17,2024-08-25,2024-08-30,,,Junior,On-site,$60k-$80k
Jobot,Full-time,"Montgomery, AL",IT Services and IT Consulting and Software Development,Cloud Infrastructure Engineer (GCP Focus),2025-03-04,63.42,2.8,461,163,10,3,True,2025-03-13,2025-03-18,2025-03-20,2025-03-26,13.0,Junior,On-site,$100k-$120k
Kroger,Part-time,"New Castle, IN",Retail,Courtesy Clerk/Grocery Bagger,2024-05-15,46.08,1.3,375,51,11,0,False,2024-05-22,2024-05-29,2024-06-01,,,Junior,On-site,$40k-$60k
Amwins Global Risks,Full-time,"Scottsdale, AZ",Insurance,Aggregate Specialist,2024-07-27,41.11,0.9,1389,164,15,0,False,2024-07-30,2024-08-06,2024-08-11,,,Senior,Hybrid,$60k-$80k
Kroger,Part-time,"Katy, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-05-09,42.94,1.1,856,20,2,0,False,2024-05-13,2024-05-16,2024-05-20,,,Mid-level,Remote,$40k-$60k
Kroger,Part-time,"Charlottesville, VA",Retail,Courtesy Clerk/Grocery Bagger,2025-02-26,43.94,1.2,1041,47,5,0,False,2025-03-04,2025-03-11,2025-03-13,,,Mid-level,On-site,$40k-$60k
Kroger,Part-time,"Suwanee, GA",Retail,Courtesy Clerk/Grocery Bagger,2025-02-02,47.01,1.4,569,107,19,2,True,2025-02-05,2025-02-08,2025-02-13,2025-02-19,14.0,Senior,On-site,$40k-$60k
Black Propeller,Full-time,United States,Advertising Services,Paid Search Manager,2024-06-22,45.31,1.3,253,52,6,0,False,2024-06-29,2024-07-02,2024-07-07,,,Mid-level,Hybrid,$80k-$100k
CHI,Full-time,"Englewood, CO",Hospitals and Health Care,Systems Manager IT Cybersecurity,2024-11-17,53.39,1.9,889,28,3,0,False,2024-11-23,2024-12-02,2024-12-07,,,Mid-level,Remote,$80k-$100k
Kroger,Part-time,"Memphis, TN",Retail,Courtesy Clerk/Grocery Bagger,2025-01-03,44.94,1.2,1350,143,10,4,True,2025-01-12,2025-01-18,2025-01-20,2025-01-22,10.0,Junior,Hybrid,$40k-$60k
Kroger,Part-time,"Mount Washington, KY",Retail,Courtesy Clerk/Grocery Bagger,2024-10-06,54.84,2.1,566,183,12,1,True,2024-10-11,2024-10-17,2024-10-21,2024-10-24,13.0,Junior,Hybrid,$40k-$60k
Kroger,Part-time,"Wheeling, WV",Retail,Courtesy Clerk/Grocery Bagger,2024-09-28,52.03,1.8,1494,125,22,1,True,2024-10-02,2024-10-11,2024-10-16,2024-10-22,20.0,Mid-level,Hybrid,$40k-$60k
Kroger,Part-time,"Bowling Green, OH",Retail,Courtesy Clerk/Grocery Bagger,2024-06-16,39.17,0.8,843,122,4,0,False,2024-06-19,2024-06-25,2024-06-27,,,Junior,On-site,$40k-$60k
Kroger,Part-time,"Ann Arbor, MI",Retail,Courtesy Clerk/Grocery Bagger,2024-05-04,53.61,2.0,578,179,31,7,False,2024-05-05,2024-05-09,2024-05-12,,,Junior,On-site,$40k-$60k
Kroger,Part-time,"Clinton Township, MI",Retail,Courtesy Clerk/Grocery Bagger,2025-02-12,37.33,0.6,272,101,18,2,True,2025-02-15,2025-02-21,2025-02-23,2025-02-27,12.0,Junior,On-site,$40k-$60k
Kroger,Part-time,"McDonough, GA",Retail,Courtesy Clerk/Grocery Bagger,2025-02-14,51.35,1.8,1114,74,16,0,False,2025-02-17,2025-02-20,2025-02-22,,,Junior,Remote,$40k-$60k
Kroger,Part-time,"Richmond, VA",Retail,Courtesy Clerk/Grocery Bagger,2024-11-06,42.61,1.1,1471,108,8,3,False,2024-11-13,2024-11-21,2024-11-23,,,Mid-level,On-site,$60k-$80k
Kroger,Part-time,"Arlington, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-07-26,52.56,1.9,1059,81,4,0,False,2024-08-02,2024-08-10,2024-08-15,,,Mid-level,Hybrid,$60k-$80k
Kroger,Part-time,"Lexington, KY",Retail,Courtesy Clerk/Grocery Bagger,2024-07-31,52.36,1.9,242,68,9,2,False,2024-08-01,2024-08-06,2024-08-08,,,Junior,On-site,$40k-$60k
Kroger,Part-time,"Lexington, KY",Retail,Courtesy Clerk/Grocery Bagger,2024-12-09,51.12,1.8,576,61,7,2,False,2024-12-12,2024-12-18,2024-12-21,,,Junior,On-site,$60k-$80k
Kroger,Part-time,"Chesapeake, VA",Retail,Courtesy Clerk/Grocery Bagger,2025-02-12,50.8,1.7,1264,127,12,1,True,2025-02-20,2025-02-28,2025-03-05,2025-03-07,15.0,Mid-level,On-site,$40k-$60k
Kroger,Part-time,"Delaware, OH",Retail,Courtesy Clerk/Grocery Bagger,2025-02-07,41.09,0.9,369,129,2,0,False,2025-02-16,2025-02-22,2025-02-25,,,Junior,On-site,$60k-$80k
Jobot Consulting,Contract,"Nashville, TN","Software Development, Technology, Information and Internet, and Technology, Information and Media",IT Support Specialist,2024-12-23,36.62,0.6,411,16,1,0,False,2024-12-30,2025-01-04,2025-01-10,,,Mid-level,On-site,$60k-$80k
The Bankers Bank,Full-time,"Oklahoma City, OK",Banking,Check Adjustment Specialist,2024-11-09,43.06,1.1,238,20,3,0,False,2024-11-16,2024-11-24,2024-11-26,,,Mid-level,Hybrid,$60k-$80k
Jacoby & Meyers,Full-time,"Los Angeles, CA",Law Practice,Legal Assistant (Entry Level),2024-05-02,38.47,0.7,568,112,9,1,False,2024-05-10,2024-05-13,2024-05-18,,,Junior,On-site,$60k-$80k
Kroger,Part-time,"Terre Haute, IN",Retail,Courtesy Clerk/Grocery Bagger,2024-05-22,48.9,1.6,956,70,13,5,True,2024-05-28,2024-06-01,2024-06-06,2024-06-12,15.0,Mid-level,Hybrid,$60k-$80k
Kroger,Part-time,"Milford, MI",Retail,Courtesy Clerk/Grocery Bagger,2025-02-13,41.92,1.0,350,77,18,2,True,2025-02-16,2025-02-25,2025-02-27,2025-03-04,16.0,Mid-level,On-site,$40k-$60k
Kroger,Part-time,"Denton, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-10-26,54.51,2.0,1334,162,35,11,False,2024-10-27,2024-11-05,2024-11-09,,,Junior,Hybrid,$40k-$60k
Kroger,Part-time,"Richmond Hill, GA",Retail,Courtesy Clerk/Grocery Bagger,2024-04-04,47.82,1.5,1270,149,34,3,False,2024-04-11,2024-04-20,2024-04-24,,,Junior,Hybrid,$60k-$80k
Kroger,Part-time,"Alexandria, LA",Retail,Courtesy Clerk/Grocery Bagger,2024-05-06,51.45,1.8,1223,163,14,3,True,2024-05-07,2024-05-13,2024-05-16,2024-05-22,15.0,Senior,Remote,$60k-$80k
Kroger,Part-time,"Atlanta, GA",Retail,Courtesy Clerk/Grocery Bagger,2024-11-19,37.65,0.6,936,111,4,0,False,2024-11-20,2024-11-28,2024-11-30,,,Junior,On-site,$40k-$60k
Kroger,Part-time,"Chillicothe, OH",Retail,Courtesy Clerk/Grocery Bagger,2024-04-02,52.24,1.9,268,119,9,1,True,2024-04-11,2024-04-19,2024-04-21,2024-04-26,15.0,Senior,On-site,$40k-$60k
Leadership Tilt,Full-time,"New Jersey, United States",IT Services and IT Consulting,Partnership & Alliances Head,2024-05-21,53.46,2.0,498,149,15,1,True,2024-05-28,2024-06-02,2024-06-08,2024-06-13,16.0,Mid-level,Remote,$60k-$80k
